area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_num,price_inr,price_per_sqft,is_ready
Built-up  Area,Ready To Move,Whitefield,2 BHK,Sancya ,1225,2.0,2.0,47.6,2,1225.0,4760000.0,3885.714285714286,1
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1075,2.0,1.0,53.0,2,1075.0,5300000.0,4930.232558139535,1
Built-up  Area,Ready To Move,Kadugodi,3 BHK,MSingco,1260,2.0,2.0,54.0,3,1260.0,5400000.0,4285.714285714285,1
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2.0,2.0,48.7,3,1282.0,4870000.0,3798.751950078003,1
Super built-up  Area,Ready To Move,Kogilu,3 BHK,CaIRSCr,1909,3.0,2.0,88.0,3,1909.0,8800000.0,4609.743321110529,1
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1359,2.0,1.0,87.0,2,1359.0,8700000.0,6401.766004415011,1
Built-up  Area,Ready To Move,Nagondanahalli,2 BHK,,1207,2.0,2.0,43.5,2,1207.0,4350000.0,3603.976801988401,1
Plot  Area,Ready To Move,Padmanabhanagar,4 Bedroom,,1736,6.0,0.0,190.0,4,1736.0,19000000.0,10944.700460829494,1
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2850,4.0,1.0,428.0,4,2850.0,42800000.0,15017.543859649122,0
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Emstael,1595,3.0,2.0,65.0,3,1595.0,6500000.0,4075.2351097178685,1
Built-up  Area,18-Jun,"Off Sarjapur Road,",3 BHK,,1798,3.0,2.0,89.0,3,1798.0,8900000.0,4949.944382647386,0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1475,3.0,2.0,78.29,3,1475.0,7829000.000000001,5307.796610169492,1
Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,HodhiSa,1580,3.0,3.0,100.0,3,1580.0,10000000.0,6329.113924050633,1
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1295,2.0,1.0,65.0,2,1295.0,6500000.0,5019.305019305019,1
Built-up  Area,Ready To Move,Magadi Road,6 Bedroom,,3600,6.0,0.0,141.0,6,3600.0,14100000.0,3916.6666666666665,1
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589,1.0,1.0,27.0,1,589.0,2700000.0,4584.040747028863,1
Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,,1415,3.0,3.0,78.0,3,1415.0,7800000.0,5512.367491166077,1
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,98.29,3,1787.0,9829000.0,5500.279798545048,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,125.0,3,1787.0,12500000.0,6994.963626189144,1
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Piityra,1475,2.0,3.0,90.0,3,1475.0,9000000.0,6101.6949152542375,1
Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2",4 BHK,,2000,4.0,1.0,75.5,4,2000.0,7550000.0,3775.0,1
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,44.28,2,984.0,4428000.0,4500.0,0
Super built-up  Area,19-Dec,Devanahalli,3 BHK,Jurdsig,1520 - 1740,3.0,2.0,74.82,3,1630.0,7481999.999999999,4590.184049079754,0
Super built-up  Area,Ready To Move,Muthurayya Swamy Layout,3 BHK,MacleK ,2405,4.0,2.0,260.0,3,2405.0,26000000.0,10810.81081081081,1
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,72.0,2,1080.0,7200000.0,6666.666666666667,1
Plot  Area,Ready To Move,Shantiniketan Layout,2 Bedroom,,1500,2.0,1.0,115.0,2,1500.0,11500000.0,7666.666666666667,1
Super built-up  Area,Ready To Move,Hebbal,3 BHK,,1900,3.0,2.0,119.0,3,1900.0,11900000.0,6263.1578947368425,1
Super built-up  Area,19-Aug,Dommasandra,2 BHK,,805,2.0,1.0,22.14,2,805.0,2214000.0,2750.3105590062114,0
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.4,2,1153.0,5640000.0,4891.587163920208,1
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,AlEcone,1148,2.0,2.0,60.0,2,1148.0,6000000.0,5226.480836236934,1
Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,55.0,2,1110.0,5500000.0,4954.954954954955,1
Built-up  Area,Ready To Move,Electronic City,2 BHK,Saave R,1100,2.0,2.0,42.0,2,1100.0,4200000.0,3818.181818181818,1
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Anave S,1290,2.0,2.0,110.0,2,1290.0,11000000.0,8527.131782945737,1
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,3 BHK,,1500,2.0,1.0,65.0,3,1500.0,6500000.0,4333.333333333333,1
Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,,1080,2.0,2.0,39.0,2,1080.0,3900000.0,3611.1111111111113,0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,3,1933.0,12900000.0,6673.564407656492,0
Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,3500,5.0,2.0,150.0,5,3500.0,15000000.0,4285.714285714285,1
Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,,1060,2.0,2.0,60.0,2,1060.0,6000000.0,5660.377358490566,1
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1,645.0,1645000.0,2550.3875968992247,0
Plot  Area,Ready To Move,Mukkutam Nagar,8 Bedroom,,2600,8.0,2.0,180.0,8,2600.0,18000000.0,6923.076923076923,1
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1,645.0,1645000.0,2550.3875968992247,0
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,3,1644.0,8400000.0,5109.489051094891,1
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,2,1285.0,7250000.0,5642.023346303502,1
Plot  Area,Ready To Move,Electronic City,3 Bedroom,,1200,3.0,1.0,90.0,3,1200.0,9000000.0,7500.0,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,2,910.0,4000000.0,4395.604395604396,1
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,3,1577.0,7000000.0,4438.807863031072,1
Plot  Area,17-May,Meenakunte,3 Bedroom,Sreat R,4050,3.0,2.0,280.0,3,4050.0,28000000.0,6913.580246913581,0
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,3,2420.0,18500000.0,7644.628099173554,1
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,2,800.0,2000000.0,2500.0,1
Built-up  Area,Ready To Move,Anand Nagar,2 BHK,,1060,2.0,2.0,55.0,2,1060.0,5500000.0,5188.679245283019,1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,2,1270.0,9300000.0,7322.834645669292,1
Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,,900,2.0,2.0,22.5,2,900.0,2250000.0,2500.0,0
Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,,1280,2.0,1.0,69.0,2,1280.0,6900000.0,5390.625,1
Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,,1200,2.0,0.0,95.0,4,1200.0,9500000.0,7916.666666666667,1
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1025,2.0,2.0,36.0,2,1025.0,3600000.0,3512.1951219512193,1
Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,2,1108.0,6300000.0,5685.9205776173285,0
Plot  Area,Ready To Move,MCECHS  layout,5 Bedroom,,1200,5.0,2.0,170.0,5,1200.0,17000000.0,14166.666666666666,1
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3.0,2.0,170.0,3,3045.0,17000000.0,5582.922824302134,1
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,2900,3.0,2.0,300.0,4,2900.0,30000000.0,10344.827586206897,1
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,3,1500.0,7550000.0,5033.333333333333,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,2,1295.0,4390000.0,3389.96138996139,1
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,2,1162.0,5990000.0,5154.9053356282275,1
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,2,1035.0,4920000.0,4753.623188405797,1
Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,4,1600.0,5280000.0,3300.0,1
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,46.0,3,1464.0,4600000.0,3142.0765027322404,1
Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,3,1866.0,6158000.0,3300.10718113612,0
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,2,700.0,2600000.0,3714.285714285714,1
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,3,1804.0,12000000.0,6651.884700665189,1
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,913,2.0,1.0,32.0,2,913.0,3200000.0,3504.9288061336256,1
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1868,3.0,2.0,131.0,3,1868.0,13100000.0,7012.847965738758,0
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,883,2.0,1.0,45.0,2,883.0,4500000.0,5096.262740656852,1
Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,,900,2.0,1.0,110.0,2,900.0,11000000.0,12222.222222222223,1
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,3.0,73.95,3,1664.0,7395000.0,4444.110576923077,1
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,3,2026.0,13200000.0,6515.301085883514,1
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,2,1210.0,8090000.000000001,6685.950413223141,1
Plot  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,4111,4.0,2.0,250.0,4,4111.0,25000000.0,6081.24543906592,1
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,3,1762.0,9145000.0,5190.124858115778,1
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,3,1252.0,5500000.0,4392.97124600639,1
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,1.0,34.5,2,861.0,3450000.0,4006.968641114983,1
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,3,1420.0,10000000.0,7042.2535211267605,1
Plot  Area,Ready To Move,Srirampura,6 Bedroom,,1450,6.0,0.0,250.0,6,1450.0,25000000.0,17241.379310344826,1
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,3,1490.0,7880000.0,5288.5906040268455,1
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,,1075,2.0,1.0,46.0,3,1075.0,4600000.0,4279.069767441861,1
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,3,1425.0,9400000.0,6596.491228070176,0
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,2,1200.0,4000000.0,3333.3333333333335,1
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1280,2.0,2.0,56.0,3,1280.0,5600000.0,4375.0,1
Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,2,1084.0,5000000.0,4612.546125461255,1
Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,2,1015.0,2588000.0,2549.753694581281,0
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,2,1017.0,5125000.0,5039.331366764995,0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,2.0,44.0,2,1027.0,4400000.0,4284.323271665044,1
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,2,1069.0,4500000.0,4209.541627689429,1
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,2,1349.0,9820000.0,7279.466271312083,1
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,2,1005.0,5000000.0,4975.124378109453,1
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,2,1417.0,7500000.0,5292.87226534933,1
Plot  Area,18-Jan,TC Palaya,3 Bedroom,,1475,3.0,1.0,98.0,3,1475.0,9800000.0,6644.067796610169,0
Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,2,950.0,4700000.0,4947.368421052632,1
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,4,2000.0,12000000.0,6000.0,1
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,880,3.0,1.0,140.0,3,880.0,14000000.0,15909.09090909091,1
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,4,1863.0,10400000.0,5582.393988191089,1
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,2,1010.0,2950000.0,2920.792079207921,1
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,3,1425.0,7000000.0,4912.2807017543855,1
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,3,1450.0,10000000.0,6896.551724137931,1
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,3,1847.0,10500000.0,5684.89442338928,1
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,2,1100.0,4500000.0,4090.909090909091,1
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,1,525.0,2600000.0,4952.380952380952,0
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,3,1665.0,9500000.0,5705.705705705705,1
Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,4,1664.0,6500000.0,3906.25,1
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,3,1850.0,15000000.0,8108.108108108108,1
Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,2,1438.0,10000000.0,6954.102920723227,1
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,MaisePa,1560,3.0,3.0,115.0,3,1560.0,11500000.0,7371.794871794872,1
Super built-up  Area,18-Apr,Yelahanka,2 BHK,,1350,2.0,1.0,55.55,2,1350.0,5555000.0,4114.814814814815,0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,3,1550.0,6700000.0,4322.580645161291,1
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,,1140,2.0,2.0,46.5,2,1140.0,4650000.0,4078.9473684210525,0
Plot  Area,Ready To Move,Srirampura,5 Bedroom,,1200,5.0,2.0,180.0,5,1200.0,18000000.0,15000.0,1
Super built-up  Area,18-Dec,Kodathi,2 BHK,,850,2.0,2.0,27.0,2,850.0,2700000.0,3176.470588235294,0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,2,1280.0,7500000.0,5859.375,1
Built-up  Area,Ready To Move,Munnekollal,2 BHK,,1170,2.0,2.0,52.0,2,1170.0,5200000.0,4444.444444444444,1
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2.0,1.0,51.0,2,1113.0,5100000.0,4582.210242587601,1
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,2,1385.0,8309000.0,5999.27797833935,1
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,2,1128.0,6500000.0,5762.41134751773,0
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200,2.0,2.0,128.0,2,1200.0,12800000.0,10666.666666666666,1
Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,,1200,4.0,3.0,165.0,4,1200.0,16500000.0,13750.0,1
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,415.0,3,2390.0,41500000.0,17364.016736401674,1
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,,2400,4.0,1.0,400.0,4,2400.0,40000000.0,16666.666666666668,1
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,3,1464.0,5600000.0,3825.136612021858,1
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1200,2.0,2.0,55.0,2,1200.0,5500000.0,4583.333333333333,1
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,2,1200.0,5200000.0,4333.333333333333,1
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,55.0,3,1150.0,5500000.0,4782.608695652174,1
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,3,1645.0,9500000.0,5775.075987841945,1
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,,1000,2.0,1.0,67.0,2,1000.0,6700000.0,6700.0,0
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,2650,4.0,2.0,198.0,4,2650.0,19800000.0,7471.698113207547,1
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,2,1192.0,7400000.0,6208.053691275168,1
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,3,2135.0,21500000.0,10070.257611241217,1
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,58.0,2,1173.0,5800000.0,4944.58653026428,0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2.0,2.0,45.0,2,1020.0,4500000.0,4411.764705882353,1
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,230.0,4,3122.0,23000000.0,7367.072389493914,1
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3.0,3.0,64.0,3,1600.0,6400000.0,4000.0,1
Plot  Area,18-Mar,T.C PALYA,2 Bedroom,,1200,2.0,0.0,79.0,2,1200.0,7900000.0,6583.333333333333,0
Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,,1230,2.0,3.0,48.0,2,1230.0,4800000.0,3902.439024390244,1
Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,Clntsrt,1250,2.0,2.0,40.0,2,1250.0,4000000.0,3200.0,1
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2.0,2.0,76.0,2,1325.0,7600000.0,5735.8490566037735,1
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,3,1850.0,15000000.0,8108.108108108108,1
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,21.53,1,525.0,2153000.0,4100.952380952381,0
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2.0,2.0,65.0,2,1200.0,6500000.0,5416.666666666667,1
Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,,1350,2.0,0.0,140.0,3,1350.0,14000000.0,10370.37037037037,1
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,3,1260.0,4936000.0,3917.4603174603176,0
Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Vancy R,1800,3.0,0.0,150.0,3,1800.0,15000000.0,8333.333333333334,1
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,43.25,2,1100.0,4325000.0,3931.818181818182,1
Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1508,2.0,1.0,77.0,2,1508.0,7700000.0,5106.100795755968,1
Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Puens G,1592,3.0,2.0,75.0,3,1592.0,7500000.0,4711.05527638191,1
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1388,2.0,3.0,57.0,2,1388.0,5700000.0,4106.628242074928,1
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,28.35,1,630.0,2835000.0,4500.0,0
Plot  Area,Ready To Move,RMV,3 Bedroom,,2000,3.0,2.0,365.0,3,2000.0,36500000.0,18250.0,1
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,,1762,3.0,1.0,125.0,3,1762.0,12500000.0,7094.211123723042,1
Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,,950,2.0,2.0,50.0,2,950.0,5000000.0,5263.1578947368425,0
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3252,5.0,3.0,335.0,4,3252.0,33500000.0,10301.353013530135,1
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,50.0,2,1116.0,5000000.0,4480.286738351255,0
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,89.04,2,1308.0,8904000.0,6807.339449541284,1
Super built-up  Area,Ready To Move,MS Pallya,3 BHK,,1200,3.0,0.0,90.0,3,1200.0,9000000.0,7500.0,1
Plot  Area,Ready To Move,Binny Mills Employees Colony,4 Bedroom,,1500,4.0,2.0,230.0,4,1500.0,23000000.0,15333.333333333334,1
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,,500,1.0,1.0,18.5,1,500.0,1850000.0,3700.0,1
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1075,2.0,1.0,52.0,2,1075.0,5200000.0,4837.209302325581,1
Super built-up  Area,18-Mar,Chandapura,1 BHK,Siissi ,530,1.0,0.0,11.66,1,530.0,1166000.0,2200.0,0
Built-up  Area,Ready To Move,Bellandur,2 BHK,,1205,2.0,3.0,66.0,2,1205.0,6600000.0,5477.178423236514,1
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,2,1075.0,6000000.0,5581.395348837209,1
Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930,2.0,2.0,39.0,2,930.0,3900000.0,4193.548387096775,1
Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380,2.0,1.0,60.0,2,1380.0,6000000.0,4347.826086956522,1
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0,4,2483.0,21200000.0,8538.058799838904,1
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1166,2.0,2.0,55.0,2,1166.0,5500000.0,4716.981132075472,1
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0,2,1050.0,6500000.0,6190.476190476191,1
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2023.71,3.0,2.0,275.0,3,2023.71,27500000.0,13588.903548433324,0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,46.8,2,1200.0,4680000.0,3900.0,1
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Puarent,1600,2.0,1.0,108.0,3,1600.0,10800000.0,6750.0,1
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935,3.0,2.0,110.0,3,1935.0,11000000.0,5684.754521963824,1
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9,1,451.0,2990000.0,6629.711751662971,0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800,3.0,2.0,95.0,3,1800.0,9500000.0,5277.777777777777,1
Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400,3.0,0.0,77.0,3,1400.0,7700000.0,5500.0,0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0,3,1801.0,11500000.0,6385.341476957246,1
Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1451,2.0,1.0,90.0,2,1451.0,9000000.0,6202.618883528601,1
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,2,1200.0,3600000.0,3000.0,0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0,2,1160.0,4400000.0,3793.103448275862,1
Built-up  Area,Ready To Move,Kengeri,2 BHK,,1000,2.0,1.0,25.0,2,1000.0,2500000.0,2500.0,1
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,40.0,2,950.0,4000000.0,4210.526315789473,1
Built-up  Area,20-Dec,"Hoodi Circle,",3 BHK,,1629,3.0,2.0,79.0,3,1629.0,7900000.0,4849.600982197668,0
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,,1580,2.0,0.0,134.0,3,1580.0,13400000.0,8481.012658227848,1
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,3,1826.0,12100000.0,6626.506024096386,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0,2,1245.0,9400000.0,7550.2008032128515,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2.0,2.0,45.79,2,1145.0,4579000.0,3999.126637554585,1
Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2.0,1.0,33.0,2,825.0,3300000.0,4000.0,1
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693,3.0,3.0,108.0,3,1693.0,10800000.0,6379.208505611341,0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0,2,1113.27,5300000.0,4760.74986301616,1
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460,2.0,1.0,58.0,2,1460.0,5800000.0,3972.6027397260273,1
